業種名,和文社名,住所,業種,会社コード,公開有無,フリガナ,旧会社名,英文社名,郵便番号,電話,ＵＲＬ,営業所等,事業内容,仕入先,販売先,ブランド,取引銀行,設立年月,資本金,lat,lon
その他卸売,ＧＯＬＦＺＯＮ　Ｊａｐａｎ（株）,東京都渋谷区東３－１３－１１　フロンティア恵比寿Ｂ１階,その他非製造業,403025,未上場,ゴルフゾンジャパン,,ＧＯＬＦＺＯＮ　Ｊａｐａｎ　Ｃｏ．，　Ｌｔｄ．,150-0011,03-6418-3075,http://company.golfzon.jp/,,室内ゴルフシミュレーション設備の販売及び設置・建設業，直営店経営，オンラインサービス,,,,,200905,248,35.6505646,139.7100025
食料品卸売,バカルディ　ジャパン（株）,東京都渋谷区東３－１３－１１　フロンティア恵比寿ビル２階,その他非製造業,222312,未上場,バカルディジャパン,イー・エス・ジャパン（株）（2008.7）,ＢＡＣＡＲＤＩ　ＪＡＰＡＮ　ＬＩＭＩＴＥＤ,150-0011,03-5843-0670,http://www.bacardijapan.jp/,,洋酒の輸入，マーケティング，販売,,,,,199512,90,35.6505646,139.7100025
食料品,バロン・フィリップ・ド・ロスシルド　オリエント代表事務所,東京都渋谷区東３－１４－１６　ＫＨＯビル７階,製造業,224444,未上場,バロンフィリップドロスシルドオリエントダイヒョウジムショ,,Ｂａｒｏｎ　Ｐｈｉｌｉｐｐｅ　ｄｅ　Ｒｏｔｈｓｃｈｉｌｄ　Ｏｒｉｅｎｔ,150-0011,03-5467-0571,http://www.bpdr.com/,,ブドウ畑開発とワイン販売。ボルドーワイン輸出世界一で，１５０カ国に販売網を設置,,,,,199000,－,35.6513159,139.7093073
コンサルティング,シーディエス（株）,東京都渋谷区東３－１４－２０　ニューホライズンエビス,法律会計･コンサル,222101,未上場,シーディエス,,ＣＤＳ　Ｋ．Ｋ．,150-0011,03-4550-6980,http://www.cds-consulting.com/,,外資系企業の管理職を専門とする職業紹介事業,,,,,199804,80,35.6512311,139.7097661
情報・システム・ソフト,モンタビスタソフトウエアジャパン（株）,東京都渋谷区東３－１６－３　エフ・ニッセイ恵比寿ビル７階,情報通信･メディア,210131,未上場,モンタビスタソフトウエアジャパン,,Ｍｏｎｔａｖｉｓｔａ　Ｓｏｆｔｗａｒｅ　Ｊａｐａｎ，　Ｉｎｃ．,150-0011,03-5469-8840,http://www.montavista.co.jp/,,ソフトウエアの開発，保守，使用許諾，輸出入および販売，コンピュータ機器および周辺機器の輸出入，販売および保守,,,,,200007,10,35.6495783,139.7102049
他サービス,ジャパン・マーケット・リソース・ネットワーク（株）,東京都渋谷区東３－１９－１０　恵比寿ＭＪビル３階,その他非製造業,410063,未上場,ジャパンマーケットリソースネットワーク,,Ｊａｐａｎ　Ｍａｒｋｅｔ　Ｒｅｓｏｕｒｃｅ　Ｎｅｔｗｏｒｋ,150-0011,03-5464-1990,http://www.jmrn.com/,,マーケットリサーチ,,,,,198800,‥,35.6502827,139.7092574
航空,ヴァージン　アトランティック航空（日本支社）,東京都渋谷区東３－９－１９　ポーラ恵比寿ビル６階,その他非製造業,222282,未上場,ヴァージンアトランティックコウクウニッポンシシャ,,Ｖｉｒｇｉｎ　Ａｔｌａｎｔｉｃ　Ａｉｒｗａｙｓ，　Ｌｔｄ．,150-0011,03-3499-8811,http://www.virginatlantic.co.jp/,,航空旅客事業,,,,,198810,－,35.6494529,139.7113221
他小売,サムソナイト・ジャパン（株）,東京都渋谷区東３－９－１９　ポーラ恵比寿ビル８階,その他非製造業,224089,未上場,サムソナイトジャパン,,Ｓａｍｓｏｎｉｔｅ　Ｊａｐａｎ　Ｃｏ．，　Ｌｔｄ．,150-0011,03-6418-0848,http://www.samsonite.co.jp/,,スーツケース，カバン，バッグ等サムソナイト製品の販売・マーケティング,サムソナイト・アジアパシフィック,,,みずほ,200402,80,35.6494529,139.7113221
情報・システム・ソフト,（株）フォーディー・ジャパン,東京都渋谷区道玄坂１－１０－２　渋谷ＴＨビル６階,情報通信･メディア,220621,未上場,フォーディージャパン,（株）エーシーアイ・ジャパン（2000.4）,４Ｄ　Ｊａｐａｎ　Ｌｔｄ．,150-0043,－,http://www.4d.com/jp/,,コンピュータソフトウエアの製造・輸入・販売,,,,,199904,10,35.6573767,139.6989951
情報・システム・ソフト,グレースノート（株）,東京都渋谷区道玄坂１－１０－５　渋谷プレイス８階,情報通信･メディア,360118,未上場,グレースノート,,Ｇｒａｃｅｎｏｔｅ　Ｋ．Ｋ．,150-0043,03-3464-7785,http://www.gracenote.com/,,楽曲認識サービスの技術的サポートの提供,,,,,200305,10,35.6570822,139.6991546
情報・システム・ソフト,ウェブセンス・ジャパン（株）,東京都渋谷区道玄坂１－１２－１　渋谷マークシティＷ２２階,情報通信･メディア,220298,未上場,ウェブセンスジャパン,,Ｗｅｂｓｅｎｓｅ　Ｊａｐａｎ　Ｋ．Ｋ．,150-0043,03-4360-5613,http://www.websense.co.jp/,,インターネットアクセス管理ソフトウエアの開発,,,,,200110,10,35.6581085,139.6986263
情報・システム・ソフト,マカフィー（株）,東京都渋谷区道玄坂１－１２－１　渋谷マークシティウェスト２０階,情報通信･メディア,209139,未上場,マカフィー,日本ネットワークアソシエイツ（株）（2004.7）,ＭｃＡｆｅｅ　Ｃｏ．，　Ｌｔｄ．,150-0043,03-5428-1100,http://www.mcafee.com/japan/,［営業所］　（西日本）大阪市北区堂島２－２－２ＴＥＬ０６－６３４４－１５１１，（福岡）福岡市博多区中洲５－３－８アクア博多５階ＴＥＬ０９２－２８７－９６７４，（名古屋）名古屋市中区丸の内３－２０－１７ＴＥＬ０５２－９５４－９５５１,コンピュータ・ネットワークに関したソフトウエアの製造・仕入・販売およびハードウエアの仕入・販売,,,ＭｃＡｆｅｅ,三菱東京ＵＦＪ,199107,480,35.6581085,139.6986263
他製造業,（株）ポラリス・ジャパン,東京都渋谷区道玄坂１－１３－５　鈴基本館ビル２階,製造業,203081,未上場,ポラリスジャパン,,Ｐｏｌａｒｉｓ　Ｊａｐａｎ　Ｃｏ．，　Ｌｔｄ．,150-0043,03-3476-5030,http://www.polarisjapan.co.jp/,,メガネ・その付属品の製造および販売,,,,,198604,14,35.657382,139.6986959
情報・システム・ソフト,（株）ＵＩＥジャパン,東京都渋谷区道玄坂１－２０－８　寿パークビル８階,情報通信･メディア,410306,未上場,ユーアイイージャパン,,ＵＩＥ　Ｊａｐａｎ，　Ｉｎｃ,150-0043,03-6415-6605,http://www.uievolution.co.jp/,,組み込み機器向けソフトウェア販売，ＵＸデザインコンサルティング，ＷＥＢアプリケーション開発,,,,,200602,10,35.6566777,139.6963624
情報・システム・ソフト,ブルースクレイ・ジャパン（株）,東京都渋谷区道玄坂１－９－１１　寿道玄坂ビル７階,情報通信･メディア,392718,未上場,ブルースクレイジャパン,,Ｂｒｕｃｅ　Ｃｌａｙ　Ｊａｐａｎ，　Ｉｎｃ．,150-0043,03-5456-4201,http://www.bruceclay.co.jp/,,ＳＥＭコンサルティング事業，Ｗｅｂマーケティング事業，インターネット広告事業,,,,,200805,50,,
情報・システム・ソフト,Ｍｅｌｔｗａｔｅｒ　Ｎｅｗｓ　Ｊａｐａｎ１（株）,東京都渋谷区道玄坂２－２５－１２　道玄坂カブトビル６階,情報通信･メディア,402998,未上場,メルトウォーターニュースジャパンワン,,Ｍｅｌｔｗａｔｅｒ　Ｎｅｗｓ　Ｊａｐａｎ　１　Ｋ．Ｋ,150-0043,03-6415-3911,http://meltwater.com/,,インターネットを利用した情報提供サービス，情報配信サービス他,,,,,200803,0,35.6601232,139.6973486
他サービス,（株）シー・シー・コンサルティング,東京都渋谷区南平台町１－１０　ＣＯＩ南平台ビル２階,その他非製造業,403426,未上場,シーシーコンサルティング,,Ｃ．Ｃ．　Ｃｏｎｓｕｌｔｉｎｇ　Ｃｏ．，　Ｌｔｄ．,150-0036,03-5728-1861,http://www.ccconsulting.jp/,,外資系転職サイト「キャリアクロス」，英語学習と国際資格情報サイト「ｅＢｅｎｋｙｏ」の運営，他,,,,,200012,10,35.6557545,139.6971048
情報・システム・ソフト,日本インターグラフ（株）,東京都渋谷区南平台町１－５　フレックス土井ビル３階,情報通信･メディア,200737,未上場,ニッポンインターグラフ,,Ｉｎｔｅｒｇｒａｐｈ　Ｊａｐａｎ　Ｋ．Ｋ．,150-0036,03-5428-5961,http://www.intergraph.com/global/jp/,［事業所］　東京，横浜，福岡,ＣＡＤ，Ｐｌａｎｔアプリケーションの開発・販売・保守。ＧＩＳ，リモートセンシング，写真測量ソフトウェアの販売・保守,Ｉｎｔｅｒｇｒａｐｈ　Ｃｏｒｐ．,日揮，千代田化工建設，東洋エンジニアリング，三菱重工業，アジア航測，国際航業，朝日航洋，旭化成エンジニアリング，パスコ，他,ＰＤＳ，ＳｍａｒｔＰｌａｎｔ，ＳｍａｒｔＳｋｅｔｃｈ，ＣＡＤＷｏｒｘ，ＥＹＥＣＡＤ，Ｉｍａｇｅｓｔａｔｉｏｎ，ＧｅｏＭｅｄｉａ，Ｅｒｄａｓ,三菱東京ＵＦＪ,198807,173,35.6556692,139.6970206
繊維・衣服,（株）ＺＩＰＩＡ,東京都渋谷区南平台町１６－２８　グラスシティ渋谷８階,その他非製造業,381277,未上場,ジピア,,ＺＩＰＩＡ　ＣＯ．，　ＬＴＤ．,150-0036,03-5457-1601,http://www.dholic.co.jp/,,インターネット衣類ショッピングモール,,,,,200702,25,35.6549049,139.6949281
他サービス,（株）日浩キングスメン,東京都渋谷区幡ヶ谷１－１－２　朝日生命幡ヶ谷ビル９階,その他非製造業,403089,未上場,ニッコウキングスメン,,Ｋｉｎｇｓｍｅｎ　Ｎｉｋｋｏ　Ｌｔｄ．,151-0072,03-5365-2422,http://www.kingsmen.co.jp/,,各種店舗・インテリア及びイベント等の企画・運営，施工・運営,,,,,199903,20,35.6774338,139.6784757
他サービス,（株）キングスメン　プロジェクツ　ジャパン,東京都渋谷区幡ヶ谷１－１－２　朝日生命幡ヶ谷ビル９階,その他非製造業,403090,未上場,キングスメンプロジェクツジャパン,,Ｋｉｎｇｓｍｅｎ　Ｐｒｏｊｅｃｔｓ　Ｊａｐａｎ　Ｌｔｄ．,151-0072,03-5365-2991,http://www.kingsmen.co.jp/,,内装仕上業,,,,,200409,10,35.6774338,139.6784757
建築設計,（株）キングスメン　アーキテクツ　アンド　デザイン,東京都渋谷区幡ヶ谷１－１－２　朝日生命幡ヶ谷ビル９階,その他非製造業,403091,未上場,キングスメンアーキテクツアンドデザイン,,Ｋｉｎｇｓｍｅｎ　Ａｒｃｈｉｔｅｃｔｓ　ａｎｄ　Ｄｅｓｉｇｎ　Ｌｔｄ．,151-0072,03-5365-9808,http://www.kingsmen.co.jp/,,一級建築士事務所,,,,,200708,5,35.6774338,139.6784757
機械卸売,（株）ＨＡＬＴＯＮ,東京都渋谷区幡ヶ谷１－２０－１１　幡ヶ谷ＡＲＴ－２　２階,その他非製造業,222040,未上場,ハルトン,ヴィンボック・ジャパン（株）（2009.1）,ＨＡＬＴＯＮ　Ｃｏ．，　Ｌｔｄ．,151-0072,03-6804-7297,http://www.halton.co.jp/,,業務用厨房換気天井システムの設計，施工，輸入販売，メンテナンス,,,,,199801,10,35.6748995,139.673332
電気機器卸売,コンシリアム・ニッタンマリーン（株）,東京都渋谷区幡ヶ谷１－２１－７,その他非製造業,403000,未上場,コンシリアムニッタンマリーン,,Ｃｏｎｓｉｌｉｕｍ　Ｎｉｔｔａｎ　Ｍａｒｉｎｅ　Ｌｔｄ．,151-0072,03-5465-1881,http://www.consilium-nittan.com/,,船舶用火災探知装置，ガス検知装置，航海計器等,,,,,196208,42,35.6745149,139.6731784
精密機器卸売,マーケム・イマージュ（株）,東京都渋谷区幡ヶ谷２－１９－７,その他非製造業,204117,未上場,マーケムイマージュ,イマージュ（株）（2010.1）,Ｍａｒｋｅｍ－Ｉｍａｊｅ　Ｋ．Ｋ．,151-0072,050-8881-1680,http://www.markem-imaje.com/,［事業所］　西日本,産業用マーキング機器の輸入販売,,ＥＤＭ,マーケム・イマージュ,三菱東京ＵＦＪ,198705,150,35.6772707,139.67397
その他卸売,テルモ・ビーエスエヌ（株）,東京都渋谷区幡ヶ谷２－４４－１,その他非製造業,209419,未上場,テルモビーエスエヌ,テルモ・バイヤスドルフ（株）（2001.8）,Ｔｅｒｕｍｏ　ＢＳＮ　Ｋ．Ｋ．,151-0072,03-3374-8615,,,創傷ケア製品，圧迫療法製品等の輸入販売,ＢＳＮ　ｍｅｄｉｃａｌ，他,テルモ,,みずほコーポ,199804,100,35.679133,139.6757044
医薬品卸売,ウルトラデントジャパン（株）,東京都渋谷区本町１－７－５　初台村上ビル４階,その他非製造業,402943,未上場,ウルトラデントジャパン,,Ｕｌｔｒａｄｅｎｔ　Ｊａｐａｎ　Ｋ．Ｋ．,151-0071,03-5365-1760,http://www.ultradentjapan.com/,,医療機器とその関連製品の輸入，販売,,,,,200604,10,35.680232,139.6840984
他製造業,（株）アデランス,東京都新宿区荒木町１３－４　住友不動産四谷ビル,製造業,410433,上場,アデランス,（株）ユニヘアー（2011.7）,Ａｄｅｒａｎｓ　Ｃｏ．，Ｌｔｄ．,160-0007,03-3350-3111,http://www.aderans.com/,,アデランス２０％，フォンテーヌ４６％，営業開発５％，ボズレー１７％，他１１％,,,,,196903,"12,944",35.690023,139.7237713
旅行,（有）ジー・エム・トラベル,東京都新宿区荒木町１８－７　四谷長岡ビル４階,その他非製造業,403404,未上場,ジーエムトラベル,,ＧＭＴｒａｖｅｌ　Ｃｏ．，　Ｌｔｄ,160-0007,03-3358-5126,http://www.gmtravel.net/,,旅行代理店業,,,,,199312,8,35.691589,139.7235419
機械卸売,セラック・ジャパン,東京都新宿区荒木町２３－１５　アケボノ大鉄ビル６階,その他非製造業,224502,未上場,セラックジャパン,,Ｓｅｒａｃ　Ｊａｐａｎ,160-0007,03-5367-5391,http://www.serac-group.com/,,飲料，乳製品，化粧品，洗剤，医薬品，化学製品，離乳食など各種製品包装の充填・キャッピングソリューション,,,,,199909,－,35.6917484,139.7231129
情報・システム・ソフト,ハイミン・エンタープライズ（株）,東京都新宿区荒木町５　ＳＥＩビル四谷２階,情報通信･メディア,392749,未上場,ハイミンエンタープライズ,,Ｈａｉｍｉｎｇ　Ｅｎｔｅｒｐｒｉｓｅ　Ｃｏ．，　Ｌｔｄ．,160-0007,03-5369-9160,http://www.haiming.co.jp/,,ソフトウエアの開発及び販売，他,,,,,200503,10,35.689486,139.723906
